,year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypcm,linecm,detailcm
206371,2009,75,10448,4192009,1910,1,I,H,4.0,CRIM TRES,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,802,802,N,N, , ,F,B,3121980,29,5,6,120,BK,BR,M, ,L, , , ,335,FOUNTAIN AVENUE,LINDEN BOULEVARD,SUTTER AVENUE, ,BROOKLYN, , ,75,I, , ,1019100,0183922,CM,1,31
117364,2009,114,1833,3012009,5,1,O,H,5.0,CRIMINAL TRESPASS,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,809,809,N,N, , ,M,B,1211988,21,5,8,170,BK,BR,M, ,L, , ,STREET,1-05,ASTORIA BOULEVARD,DEAD END,1 STREET, ,QUEENS, , ,114,P, , ,1001844,0221229,CM,1,31
15468,2009,109,397,1092009,2145,A,O, ,2.0,ROBBERY,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,109,109,N,N, , ,M,A,9211988,23,5,8,160,BK,BK,M, ,L, , ,SIDEWALK, , ,ELDER AVENUE,COLDEN STREET, ,QUEENS, , ,109,C, , ,1032949,0213247,CM,1,85
342607,2009,26,2291,7192009,1832,1,I,T,2.0,THEFT OF SERVICE,7,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,862,862,N,N, , ,M,Q,10121953,54,5,6,145,GY,BR,M, ,L, , ,MEZZANINE, , ,SAINT NICHOLAS AVENUE,WEST 125 STREET, ,MANHATTAN, , ,26,A, , ,0997374,0234664,CM,1,96
464714,2009,67,10812,10072009,20,1,O,P,1.0,F,10,V,Y,N,N, ,Y,16-118(1) AC,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,176,67,N,N, , ,M,B,8101973,36,5,6,150,BK,BK,T, ,L, , ,RESIDENTIAL,1016,CLARKSON AVENUE,EAST 92 STREET,EAST 91 STREET, ,BROOKLYN, , ,67,M, , ,1005265,0179166,CM,1,46
496150,2009,25,7099,10272009,1415,1,I,H,1.0,MISD.,2,R,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,805,805,N,N, , ,M,P,11131978,30,6,2,190,BK,BR,T, ,L, , ,STAIRWAY,111,EAST 128 STREET,LEXINGTON AVENUE,PARK AVENUE, ,MANHATTAN, , ,25,D, , ,1001666,0233206,CM,1,31
318831,2009,73,15326,7022009,2150,A,O,P,2.0,ROBBERY,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,73,73,N,N, , ,M,B,5211955,54,6,2,180,BK,BR,T, ,L, , ,SIDEWALK, , ,NEWPORT STREET,ROCKAWAY AVENUE, ,BROOKLYN, , ,73,M,12, ,1009739,0179555,CM,1,85
72259,2009,40,3123,2072009,1700,1,I,H,1.0,CRIM TRES,6,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,807,807,Y,N, , ,M,B,12061990,18,5,7,140,BK,BR,M, ,L, , ,LOBBY,680,TINTON AVENUE,EAST 156 STREET,EAST 152 STREET, ,BRONX, , ,40,D,7, ,1010486,0236664,CM,1,31
221407,2009,110,4615,4292009,100,A,O,P,1.0,C.MIS,1,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,110,110,Y,N, , ,M,Q,6091980,28,5,7,150,BK,BR,M, ,L, , ,STREET, , ,GLEANE STREET,BAXTER AVENUE, ,QUEENS, , ,110,A, , ,1016790,0211692,CM,1,23
442726,2009,101,6396,9232009,2030,1,O,H,1.0,FELONY,7,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,178,103,N,N, , ,M,B,1291984,25,6,0,170,BK,BR,M, ,L, , ,COURTYARD,51-32,BEACH CHANNEL DRIVE,BEACH 54 STREET,BEACH 51 STREET, ,QUEENS, , ,101,G, ,40,1044754,0156219,CM,1,29
178634,2009,49,1941,4032009,1435,A,O,P,1.0,FELONY,5,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,49,49,Y,N, ,S,M,B,3271990,18,5,10,165,BK,BR,M, ,L, , ,STREET, , ,MACE AVENUE,MATTHEWS AVENUE, ,BRONX, , ,49,E,9, ,1022240,0253768,CM,1,85
329545,2009,83,5547,7102009,1100,A,I,P,5.0,FEL,5,V,Y,Y,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,83,83,N,N,V,S,M,P,5151980,29,5,4,220,BK,BR,H, ,L, , ,HALLWAY,1413,GATES AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE, ,BROOKLYN, , ,83,H, , ,1007755,0193028,CM,1,14
117041,2009,75,6390,2282009,2215,A,O,P,2.0,FEL,5,O,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,187,187,Y,N,V,S,M,B,2281987,22,5,2,190,BK,BR,H, ,L, , , , , ,SUTTER AVENUE,PENNSYLVANIA AVENUE, ,BROOKLYN, , ,75,E, , ,1013316,0183163,CM,1,20
373449,2009,83,6176,8092009,1643,A,O,P,1.0,FEL,1,P,Y,N,N, ,Y,24-218,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,83,83,N,N, ,S,M,Q,8271989,19,5,9,180,BK,BK,M, ,L, , ,STREET, , ,WILSON AVENUE,PALMETTO STREET, ,BROOKLYN, , ,83,C, , ,1007665,0192467,CM,1,46
74595,2009,113,1186,2082009,2040,A,O,P,1.0,CPW,2,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,113,113,Y,N, , ,M,B,1121989,20,5,7,160,BR,BR,T, ,L, , ,STREET, , ,MURDOCK AVENUE,198 STREET, ,QUEENS, , ,113,N, , ,1051778,0194231,CM,1,20
429972,2009,113,8010,9152009,2010,A,O,P,1.0,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,172,172,N,N, , ,M,B,4081989,31,6,0,200,BK,BR,M, ,L, , ,STREET, , ,143 STREET,116 AVENUE, ,QUEENS, , ,113,G, , ,1039982,0187393,CM,1,14
41052,2009,10,159,1222009,1902,1,I,H,1.0,CPCS,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,804,804,N,N, , ,M,B,3121977,32,5,10,170,XX,BR,M, ,L, , ,SIDEWALK,401,WEST 19 STREET,10 AVENUE,9 AVENUE, ,MANHATTAN, , ,10,C, , ,0983269,0210416,CM,1,24
566953,2009,104,7749,12162009,1435,A,O,P,1.0,BURGLARY,5,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,104,104,N,N, , ,M,Q,2051993,16,6,0,160,BR,BR,T, ,L, , ,MULTI FAMILY DWELLING,54-33,METROPOLITAN AVENUE,ANDREWS AVENUE,ARNOLD AVENUE, ,QUEENS, , ,104,I, , ,1009345,0199094,CM,1,14
512925,2009,73,23988,11062009,2340,1,I,H,15.0,CRIM TRES,10,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,802,802,N,N, , ,M,B,2161990,17,6,1,200,BK,BR,M, ,L, , ,HALLWAY 6TH FL,267,OSBORN STREET,TILDEN HOUSES,BROWNSVILLE HOUSES, ,BROOKLYN, , ,73,K,11, ,1009817,0181810,CM,1,31
466604,2009,77,8267,10082009,14,A,O,P,2.0,CPCS,5,O,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,77,77,Y,N, , ,F,B,11101959,49,5,4,125,BK,BR,T, ,L, , ,SIDEWALK,1284,BERGEN STREET,KINGSTON AVENUE,BROOKLYN AVENUE, ,BROOKLYN, , ,77,H,8, ,1000147,0185455,CM,1,24
164324,2009,94,360,3262009,1655,1,O,P,5.0,CPSP,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,94,94,N,N, , ,M,W,12311972,36,6,2,160,BR,BR,T, ,L, , ,INDUSTRIAL, , ,MASPETH AVENUE,VANDERVORT AVENUE, ,BROOKLYN, , ,94,A,1, , , ,CM,1,19
395715,2009,40,9678,8242009,45,1,O,H,3.0,CPW,1,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,826,826,Y,N, , ,M,P,11101987,22,6,0,180,BK,BR,M, ,L, , ,SIDEWALK, , ,BROWN PLACE,EAST 137 STREET, ,BRONX, , ,40,J,18, ,1006248,0233384,CM,1,20
109457,2009,79,2618,2252009,1930,1,I,H,2.0,CRIM TRES,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,824,824,Y,N, , ,M,B,2121958,50,6,0,150,BK,BK,T, ,L, , ,HALLWAY,626,PARK AVENUE,MARCY AVENUE,NOSTRAND AVENUE, ,BROOKLYN, , ,79,K,16, ,0997903,0193379,CM,1,31
115132,2009,52,2626,2282009,110,A,I,P,1.0,MISD/ CPM,15,V,Y,Y,N, ,Y,240.20 (50,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,138,138,N,N, , ,F,Q,6191989,19,5,4,110,BR,BR,T, ,L, , ,2ND FLR,3164,GRAND CONCOURSE,EAST 206 STREET,EAST 205 STREET, ,BRONX, , ,52,J, , ,1015789,0258399,CM,1,27
53579,2009,122,429,1282009,2058,1,O,P,1.0,GRAN LARC FROM AUTO,6,V,Y,Y,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,122,122,N,N,V,S,M,W,10291991,18,6,0,220,BR,BL,H, ,L, , ,PKG LOT,2655,RICHMOND AVENUE,PLATINUM AVENUE,RICHMOND HILL ROAD, ,STATEN ISLAND, , ,122,Q, , ,0937312,0151660,CM,1,45
19784,2009,111,179,1122009,1410,A,O, ,2.0,ROBBERY,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,111,111,Y,N, , ,M,A,2191992,17,5,9,130,BK,BR,T, ,L, , ,SCHOOL, , ,223 STREET,58 AVENUE, ,QUEENS, , ,111,F, , ,1052046,0213168,CM,1,85
266535,2009,69,2519,5262009,1910,1,O,P,1.0,FEL,5,P,Y,Y,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,69,69,N,N,V,S,M,B,1281975,34,5,6,140,BK,BR,M, ,L, , ,STREET, , ,EAST 84 STREET,FLATLANDS AVENUE, ,BROOKLYN, , ,69,C, , ,1009127,0171508,CM,1,46
469537,2009,113,8876,10092009,1805,A,O,P,1.0,CPW,24,V,Y,N,Y,RECKLESS ENDANGERMENT,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,178,178,Y,Y, , ,M,B,12121973,35,5,10,150,BK,BR,T, ,L, , ,STREET, , ,ROCKAWAY BOULEVARD,149 STREET, ,QUEENS, , ,113,A, , ,1042775,0184597,CM,1,20
180474,2009,68,776,4042009,1135,A,O,P,0.0,FELONY,2,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,68,68,N,N, ,S,M,Q,6091989,17,5,10,150,BR,BR,T, ,L, , ,STREET, , ,3 AVENUE,74 STREET, ,BROOKLYN, , ,68,F, , ,0976615,0169589,CM,1,14
130822,2009,120,4033,3082009,1850,A,O,P,5.0,CPW,2,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,177,177,Y,Y, , ,M,B,5011976,32,6,2,170,BK,BR,T, ,L, , ,STREET, ,JERSEY STREET,CORSON AVE,JERSEY STREET, ,STATEN ISLAND, , ,120, , , , , ,CM,1,20
568593,2009,113,10726,12172009,2110,A,O,P,1.0,MISD,10,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,178,178,N,N, , ,M,B,11301983,26,5,8,120,BK,BR,H, ,L, , ,PUBLIC STREET, , ,SUTPHIN BOULEVARD,LINDEN BOULEVARD, ,QUEENS, , ,113,K, , ,1041407,0189383,CM,1,27
306026,2009,73,14521,6242009,5,1,O,H,5.0,ROBBERY,15,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,802,802,N,N, , ,M,B,9191985,24,6,1,165,BK,BR,T, ,L, , ,PARKINH LOT,61,THATFORD AVENUE,PITKIN AVENUE,DEAD END, ,BROOKLYN, , ,73,H,8, ,1009254,0183432,CM,1,85
53653,2009,7,476,1282009,2120,A,I,P,1.0,ROBBERY,2,P,Y,N,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,7,7,N,N,V,S,M,Q,4211968,40,5,10,190,XX,BR,M, ,L, , ,RESTURANT,213,MADISON STREET,JEFFERSON STREET,RUTGERS STREET, ,MANHATTAN, , ,7,A,1,13,0987236,0198938,CM,1,85
325180,2009,67,6584,7072009,1825,1,O,P,5.0,FELONY,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,176,67,Y,N, , ,M,B,11181992,16,5,7,140,BK,BR,M, ,L, , , ,1052,WINTHROP STREET,EAST 94 STREET,EAST 93 STREET, ,BROOKLYN, , ,67,N, , ,1005131,0180077,CM,1,20
470194,2009,115,10074,10092009,2315,A,O,P,1.0,FELONY,10,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,169,169,Y,N, , ,M,Q,9151989,20,5,8,175,BK,BR,M, ,L, , ,STREET, , ,31 AVENUE,91 STREET, ,QUEENS, , ,115,C, , ,1018140,0216230,CM,1,46
105051,2009,40,4197,2232009,1550,1,I,T,5.0,FEL/ ROBBERY,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,850,850,Y,N, , ,M,W,2221967,42,5,9,160,BR,BR,M, ,L, , ,SUBWAY MEZZ, , ,GRAND CONCOURSE,EAST 149 STREET, ,BRONX, , ,40,H,8, ,1004369,0237509,CM,1,85
563587,2009,41,8031,12132009,130,A,O,P,2.0,ASSAULT,5,V,Y,N,N, ,Y,DISCON 240.201,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,41,41,N,N, , ,M,B,12131969,18,6,0,170,BK,BR,M, ,L, , ,STREET, , ,SOUTHERN BOULEVARD,ALDUS STREET, ,BRONX, , ,41,H,8, ,1014199,0239165,CM,1,9
174895,2009,63,964,4012009,1510,A,O,P,1.0,FELONY,2,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,63,63,Y,N, ,S,M,B,4151991,17,5,7,180,BK,BR,T, ,L, , ,STREET, , ,AVENUE H,ALBANY AVENUE, ,BROOKLYN, , ,63,G, , ,1001733,0169648,CM,1,85
465202,2009,90,8662,10072009,1150,A,O,P,1.0,BURGLARY,3,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,90,90,N,N,V,S,M,P,4121965,44,5,8,180,BK,BR,M, ,L, , ,SIDEWALK,161,HAVEMEYER STREET,SOUTH 3 STREET,SOUTH 2 STREET, ,BROOKLYN, , ,90,B, ,10,0995973,0198427,CM,1,14
577022,2009,75,31542,12282009,940,A,O,P,1.0,BURGLARY,5,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,75,75,N,N,V,S,M,B,10311966,43,6,2,240,BK,BR,M, ,L, , , ,194,FOUNTAIN AVENUE,PITKIN AVENUE,GLENMORE AVENUE, ,BROOKLYN, , ,75,H, , ,1018809,0185374,CM,1,14
95790,2009,52,2321,2182009,2140,A,I,P,1.0,CRIMINAL TRESPASS,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,052,52,N,N, , ,M,Q,3301978,29,5,10,175,BK,BR,T, ,L, , ,LOBBY,58,EAST 191 STREET,CRESTON AVENUE,MORRIS AVENUE, ,BRONX, , ,52,D, , ,1012452,0254036,CM,1,31
128267,2009,60,1853,3072009,1220,A,O,P,2.0,DWL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,139,139,N,N, , ,M,Q,10241983,25,5,11,200,BR,BR,M, ,L, , ,STREET, , ,SURF AVENUE,WEST 12 STREET, ,BROOKLYN, , ,60,E, , ,0989906,0148961,CM,1,46
397465,2009,114,7716,8252009,1500,A,O,P,2.0,CPW,5,R,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,114,114,Y,N,V,S,Z,Q,5271991,18,5,7,170,BK,BR,M, ,L, , ,STREET, , ,23 AVENUE,19 STREET, ,QUEENS, , ,114,G, , ,1006371,0223276,CM,1,20
366731,2009,83,7088,8052009,1520,A,O,P,1.0,FEL,5,P,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,83,83,Y,N,V,S,M,Q,4031984,25,5,8,180,BK,BR,M, ,L, , ,STREET, , ,KNICKERBOCKER AVENUE,JEFFERSON STREET, ,BROOKLYN, , ,83,J, , ,1004520,0195650,CM,1,14
403602,2009,71,4569,8292009,2,A,O,P,2.0,CPW,2,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,176,71,Y,N, , ,M,B,4181969,40,5,10,180,BK,BR,M, ,L, , , , , ,MC KEEVER PLACE,SULLIVAN PLACE, ,BROOKLYN, , ,71,A,1, ,0995529,0181256,CM,1,20
442305,2009,103,7977,9232009,1530,1,I,T,10.0,CPW,5,P,Y,N,N, ,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,866,866,N,Y,V,S,M,B,4071982,27,5,11,190,BK,BR,M, ,L, , ,MEZZANINE, , ,PARSONS BOULEVARD,ARCHER AVENUE, ,QUEENS, , ,103,A,2, ,1039726,0195270,CM,1,20
487289,2009,113,9217,10212009,1420,A,O,P,5.0,BURGLARY,2,V,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,185,185,N,N,V,S,M,B,7011987,22,5,10,160,BK,BR,T, ,L, , ,SIDEWALK, , ,119 AVENUE,165 STREET, ,QUEENS, , ,113,H, , ,1045185,0188244,CM,1,14
