,year,pct,ser_num,datestop,timestop,recstat,inout,trhsloc,perobs,crimsusp,perstop,typeofid,explnstp,othpers,arstmade,arstoffn,sumissue,sumoffen,compyear,comppct,offunif,officrid,frisked,searched,contrabn,adtlrept,pistol,riflshot,asltweap,knifcuti,machgun,othrweap,pf_hands,pf_wall,pf_grnd,pf_drwep,pf_ptwep,pf_baton,pf_hcuff,pf_pepsp,pf_other,radio,ac_rept,ac_inves,rf_vcrim,rf_othsw,ac_proxm,rf_attir,cs_objcs,cs_descr,cs_casng,cs_lkout,rf_vcact,cs_cloth,cs_drgtr,ac_evasv,ac_assoc,cs_furtv,rf_rfcmp,ac_cgdir,rf_verbl,cs_vcrim,cs_bulge,cs_other,ac_incid,ac_time,rf_knowl,ac_stsnd,ac_other,sb_hdobj,sb_outln,sb_admis,sb_other,repcmd,revcmd,rf_furt,rf_bulg,offverb,offshld,sex,race,dob,age,ht_feet,ht_inch,weight,haircolr,eyecolor,build,othfeatr,addrtyp,rescode,premtype,premname,addrnum,stname,stinter,crossst,aptnum,city,state,zip,addrpct,sector,beat,post,xcoord,ycoord,dettypcm,linecm,detailcm
47685,2010,60,762,1282010,45,1,I,H,2,ASSUALT MISD PSA#579,5,V,Y,Y,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,801,801,N,N,V,S,F,B,2151985,24,5,4,120,BK,BR,M, ,L, , ,HALLWAY,18,AVENUE V,WEST 12 STREET,STILLWELL AVENUE, ,BROOKLYN, , ,60,I, , ,988683,155546,CM,1,9
400517,2010,120,12890,8252010,1230,A,O,P,1,MIS/CRIM MIS,3,P,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,446,446,N,N, , ,M,W,5241985,26,6,0,160,BK,BR,T, ,L, , ,STREET, , ,PORT RICHMOND AVENUE,ALBION PLACE, ,STATEN IS, , ,120,P, , ,946593,170512,CM,1,59
70453,2010,120,2062,2102010,2230,A,O,P,1,CPW,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,120,120,N,N, , ,M,B,9181977,32,6,0,170,BK,BR,M, ,L, , ,STREET,198,GORDON STREET,LAUREL AVENUE,BROAD STREET, ,STATEN IS, , ,120,C, , ,961198,165970,CM,1,20
484074,2010,42,8561,10162010,1640,A,O,P,1,FEL,2,R,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,42,42,Y,N, , ,M,B,1201988,22,5,11,170,BR,BR,T, ,L, , ,STREET, , ,EAST 167 STREET,BOSTON ROAD, ,BRONX, , ,42,G, , ,1010859,241026,CM,1,20
38866,2010,73,1183,1222010,2311,A,O,P,3,CPW,2,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,73,73,N,Y, , ,M,B,12311900,26,5,11,190,BK,BR,T, ,L, , ,STREET, , ,LIVONIA AVENUE,ROCKAWAY AVENUE, ,BROOKLYN, , ,73,J,10, ,1009519,180676,CM,1,20
254250,2010,28,2703,5222010,2010,A,O,P,1,ROBBERY,3,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,28,28,N,N,V,S,M,B,12171993,16,5,10,150,BK,BR,T, ,L, , ,SIDEWALK, , ,7 AVENUE,WEST 111 STREET, ,MANHATTAN, , ,28,B, , ,996749,230753,CM,1, 85
211817,2010,81,4353,5012010,1900,1,O,P,1,FEL,15,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,175,81,N,N, , ,M,B,2201985,25,5,8,140,BK,BR,T, ,L, , ,COURT YARD,770,GATES AVENUE,STUYVESANT AVENUE,LEWIS AVENUE, ,BROOKLYN, , ,81,D,4, ,1002632,189996,CM,1,20
297431,2010,75,12521,6162010,2150,A,O,P,10,FELONY,5,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,75,75,Y,N, , ,M,B,4141988,22,5,8,160,BK,BR,T, ,L, , ,STREET, , ,SUTTER AVENUE,PINE STREET, ,BROOKLYN, , ,75,I, , ,1020209,184499,CM,1, 85
564369,2010,106,7799,12022010,1444,A,O,P,1,FELONY,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,106,106,N,N, , ,M,A,12121990,19,5,9,160,BK,BR,M, ,L, , ,STREET, , ,ROCKAWAY BOULEVARD,124 STREET, ,QUEENS, , ,106,H, , ,1035879,185426,CM,1,85
373407,2010,67,8450,8062010,2222,1,O,P,1,FEL,2,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,67,67,N,N, , ,M,B,11271984,26,5,9,160,BR,BR,M, ,L, , ,STREET, , ,TILDEN AVENUE,NOSTRAND AVENUE, ,BROOKLYN, , ,67,B, , ,998360,174958,CM,1,46
432720,2010,45,3219,9152010,1610,A,O,P,5,FEL,10,V,Y,Y,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,45,45,N,N, , ,F,W,12311900,14,5,2,150,BK,BR,M, ,L, , ,RESID,1590,HUTCHINSON RI,WESTCHESTER AVENUE,EAST TREMONT AVENUE, ,BRONX, , ,45,E, , ,1029359,246504,CM,1,59
530372,2010,42,9800,11112010,1600,A,O,P,1,FEL,1,R,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,42,42,Y,N, , ,M,B,1131991,19,5,7,150,BR,BR,T, ,L, , ,STREET, , ,CROTONA AVENUE,CROTONA PARK EAST, ,BRONX, , ,42,C, , ,1012762,243267,CM,1,20
395949,2010,70,7691,8212010,2300,1,O,P,10,FELONY/GLA,40,P,Y,N,N, ,Y,SEALTBEL,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,176,70,N,N, , ,M,Q,10141982,27,5,9,155,XX,XX,T, ,L, , ,STREET,1911,ALBEMARLE ROA,OCEAN AVENUE,EAST 19 STREET, ,BROOKLYN, , ,70,I,  22, ,995019,175062,CM,1,46
90155,2010,24,415,2222010,1310,1,I,H,5,CRIM TRES,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,806,806,N,N, , ,M,B,1051985,25,6,2,175,BK,BR,M, ,L, , ,LOBBY,845,COLUMBUS AVEN,WEST 104 STREET,WEST 100 STREET, ,MANHATTAN, , ,24,D, , ,993956,229422,CM,1,31
502294,2010,32,9001,10262010,2348,A,O,P,1,MISD,3,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,162,162,N,N, , ,M,B,12311900,42,5,11,160,BK,BR,M, ,L, , ,PUBLIC SIDEWALK, , ,8 AVENUE,WEST 143 STREET, ,MANHATTAN, , ,32,K,9, ,1000064,238592,CM,1,24
304461,2010,25,6091,6212010,106,A,O,P,2,MISD,10,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,174,174,Y,N, , ,M,B,11281990,19,5,8,180,BK,BR,M, ,L, , , , , ,LEXINGTON AVENUE,EAST 122 STREET, ,MANHATTAN, , ,25,B, , ,1001185,231635,CM,1, 20
475374,2010,46,10177,10112010,2320,A,O,P,1,CPW,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,163,46,Y,N, , ,M,B,5231963,47,5,6,140,BK,BR,M, ,L, , ,STREET,2315,GRAND CONCOUR,FIELD PLACE,EAST 183 STREET, ,BRONX, , ,46,H,4,18,1012005,251857,CM,1,20
304482,2010,111,2253,6212010,140,A,O,P,2,GLA,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,111,111,N,N, , ,M,Q,2111993,17,5,9,175,BR,BR,M, ,L, , ,STREET, , ,64 AVENUE,217 STREET, ,QUEENS, , ,111,B, , ,1050812,211244,CM,1, 46
18072,2010,110,467,1122010,2345,A,O,P,1,CPM,10,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,170,170,Y,N, , ,F,Q,6061989,20,5,0,125,BR,BR,T, ,L, , ,STREET,80-15,41 AVENUE,81 STREET,80 STREET, ,QUEENS, , ,110,A, , ,1016018,211018,CM,1,27
496908,2010,106,7075,10232010,1430,A,I,P,2,FEL,15,V,Y,Y,Y,CPW,N, ,0,0,Y, ,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,106,106,N,N, , ,M,W,12081995,14,5,6,130,BR,BR,T, ,L, , ,CAR HONDA CIVIC, , ,161 AVENUE,85 STREET, ,QUEENS, , ,106,B, , ,1026846,177862,CM,1,46
565620,2010,6,3336,12032010,115,1,O,P,3,MISD,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,6,6,Y,N, , ,M,W,10131989,21,5,11,190,BR,BR,T, ,L, , ,STREET, , ,THOMPSON STREET,BLEECKER STREET, ,MANHATTAN, , ,6,A, , ,984339,204661,CM,1,24
147573,2010,106,1743,3302010,2345,A,O,P,2,FELONY,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,106,106,Y,N, , ,M,Q,5241991,18,5,9,210,BK,BR,M, ,L, , ,RESIDENTIAL, , ,133 STREET,131 AVENUE, ,QUEENS, , ,106,I, , ,1038187,183659,CM,1,46
552071,2010,44,11609,11232010,2300,A,O,P,2,FEL,2,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,44,44,N,N, , ,M,B,12311900,41,5,9,190,BK,BR,M, ,L, , ,ST,1077,CLAY AVENUE,EAST 166 STREET,EAST 165 STREET, ,BRONX, , ,44,H, , ,1008474,241337,CM,1,20
509323,2010,81,10716,10302010,1510,1,O,P,1,ROBBERY,2,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,81,81,N,N, , ,M,U,12311900,18,5,8,165,BK,BR,M, ,L, , ,ST, , ,SCHENECTADY AVENUE,FULTON STREET, ,BROOKLYN, , ,81,H,10, ,1002862,186838,CM,1,85
565250,2010,107,6360,12022010,2145,A,O,P,1,BURGLARY,10,P,Y,Y,Y,140.10,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,107,107,Y,N, ,S,M,B,8151993,17,5,9,170,BK,BR,T, ,L, , ,SIDEWALK,72-50,153 STREET,73 AVENUE,72 DRIVE, ,QUEENS, , ,107,E, , ,1035625,204331,CM,1,14
61596,2010,76,456,2052010,25,A,O,P,1,GLA,5,P,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,76,76,N,N, ,S,M,W,12111969,40,5,7,180,BR,BR,M, ,L, , ,STREET, , ,DOUGLASS STREET,COURT STREET, ,BROOKLYN, , ,76,G,2, ,985664,188633,CM,1,46
390950,2010,79,10493,8182010,2300,1,O,P,1,ROBBERY,5,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,79,79,N,N, , ,M,B,12311900,21,5,10,185,BR,BR,T, ,L, , ,SIDEWALK, , ,GATES AVENUE,BEDFORD AVENUE, ,BROOKLYN, , ,79,H,   7, ,996899,189128,CM,1,85
50638,2010,30,921,1292010,1910,1,I,P,5,220.39,5,V,Y,Y,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,544,544,N,N, ,S,F,P,3141928,81,5,2,165,BK,BR,M, ,L, , ,RESIDENCE    APT#4,526,WEST 147 STRE,BROADWAY,AMSTERDAM AVENUE, ,MANHATTAN, , ,30,D, ,37,998746,240553,CM,1,28
149542,2010,104,2184,3312010,2350,A,O,P,1,GLA,15,P,Y,N,Y,CPM,N, ,0,0,Y, ,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,170,170,Y,N, , ,M,Q,11231991,18,5,9,150,BR,BR,M, ,L, , ,STREET, , ,WOODHAVEN BOULEVARD,FURMANVILLE AVENUE, ,QUEENS, , ,104,M, , ,1021540,201723,CM,1,46
278337,2010,40,8127,6042010,2306,1,O,P,1,CPW,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,40,40,N,N, , ,M,B,10211993,16,5,6,150,BK,BR,T, ,L, , ,SIDEWALK, , ,BROOK AVENUE,EAST 144 STREET, ,BRONX, , ,40,C,13, ,1007271,234996,CM,1, 20
292747,2010,40,8394,6132010,2025,1,O,P,1,MISD,5,O,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,173,42,N,Y, , ,M,U,3171974,36,5,6,145,BK,BK,M, ,L, , ,SIDEWALK, , ,JACKSON AVENUE,EAST 149 STREET, ,BRONX, , ,40,B,16, ,1009419,235573,CM,1,20
45528,2010,44,689,1272010,15,A,O,P,1,MISD,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,173,44,N,N, , ,M,B,11271974,35,6,0,200,BK,BR,M, ,L, , ,STREET, , ,WALTON AVENUE,EAST 161 STREET, ,BRONX, , ,44,B, , ,1005270,240674,CM,1,31
393482,2010,73,16760,8202010,1355,1,I,H,3,CRIM TRESP,3,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,802,802,N,N, , ,M,B,12311900,32,5,10,125,BK,BK,M, ,L, , ,HALLWAY,265,LIVONIA, , , ,BROOKLYN, , ,73, , , , , ,CM,1,31
44578,2010,46,889,1262010,1800,A,O,P,1,CSCS,3,V,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,46,46,N,N,V,S,M,B,10121991,18,6,0,180,BK,BK,M, ,L, , , , , ,ANDREWS AVENUE,WEST 179 STREET, ,BRONX, , ,46,P,10, ,1008383,250881,CM,1,28
198161,2010,23,5772,4252010,1500,1,O,P,2,CPW,2,V,Y,N,N, ,Y,TRESPASS,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,23,23,N,N, , ,M,B,9061992,21,5,11,170,BK,BR,T, ,L, , ,STREET,242,EAST 106 STRE,2 AVENUE,3 AVENUE, ,MANHATTAN, , ,23,B, ,16,999847,227515,CM,1,20
582151,2010,32,10597,12142010,1300,1,O,H,1,ASSAULT 3,1,P,Y,N,Y,ASSAULT,N, ,0,0,Y, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,806,806,N,N, , ,M,Q,5271982,28,5,8,140,BK,BR,M, ,L, , ,SIDEWALK,649,LENOX AVENUE,WEST 143 STREET,WEST 142 STREET, ,MANHATTAN, , ,32,F,12, ,1001562,237591,CM,1,9
318103,2010,67,7127,6302010,500,1,O,P,5,MIS,5,P,Y,N,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,67,67,Y,Y, ,S,M,B,12311900,21,5,7,180,BR,BR,M, ,L, , ,STREET, , ,ALBANY,CHURCH, ,BROOKLYN, , ,67, , , , , ,CM,1, 20
547871,2010,106,7408,11212010,137,A,O,P,1,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,106,106,N,N, , ,M,B,4011974,36,6,4,220,BR,BR,H, ,L, , ,RESIDENTIAL, , ,SUTTER AVENUE,108 STREET, ,QUEENS, , ,106,F, , ,1030887,185739,CM,1,46
219241,2010,103,5190,5052010,2020,1,O,P,2,FELONY,2,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,106,100,N,N, , ,Z,Z,8101991,18,5,9,140,BK,BR,T, ,L, , ,CAR, , ,HILLSIDE AVENUE,162 STREET, ,QUEENS, , ,103, , , ,1039638,197446,CM,1,46
490518,2010,32,8805,10202010,1555,A,O,P,1,FEL,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,32,32,N,N, , ,M,Q,12311900,24,5,8,180,BK,BR,M, ,L, , ,PUBLIC STREET, , ,LENOX AVENUE,WEST 129 STREET, ,MANHATTAN, , ,32,A,2, ,999856,234503,CM,1,46
526654,2010,67,11081,11092010,2012,1,I,P,2,FEL,7,P,Y,N,N, ,N, ,0,0,Y, ,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,164,164,Y,N, , ,M,B,12311900,28,5,11,175,BK,BR,M, ,L, , ,APT BLDG,1084,NEW YORK AVEN,BEVERLEY ROAD,TILDEN AVENUE, ,BROOKLYN, , ,67,C, , ,999172,174856,CM,1,20
151204,2010,110,5755,4012010,2218,A,O,P,1,FEL,5,P,Y,Y,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,110,110,Y,N, , ,M,Q,9291986,23,5,9,180,BR,BR,M, ,L, , ,STREET, , ,108 STREET,46 AVENUE, ,QUEENS, , ,110,J, , ,1023878,211559,CM,1,85
108723,2010,52,1100,3052010,1410,A,I,P,1,BURGLARY,20,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,52,52,N,N,V,S,M,Q,2021996,14,5,5,170,BR,BR,M, ,L, , ,BLDG,2522,UNIVERSITY AV,WEST 192 STREET,WEST 190 STREET, ,BRONX, , ,52,C, , ,1011095,254729,CM,1,14
468834,2010,106,6259,10082010,500,A,O,P,1,FELONY,15,P,Y,N,Y,UUV,N, ,0,0,N, ,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,106,185,Y,N,V,S,M,B,6291989,21,6,3,175,BK,BR,M, ,L, , ,STREET, , ,116 AVENUE,122 STREET, ,QUEENS, , ,106,H, , ,1035253,185623,CM,1,46
330330,2010,43,6287,7072010,1245,1,O,P,1,MISD/ MAKING GRAFFITI,5,P,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,138,138,N,N, , ,M,Q,12201981,27,5,10,200,BK,BR,M, ,L, , ,SIDEWALK, , ,STORY AVENUE,BRONX RIVER AVENUE, ,BRONX, , ,43,C, , ,1016836,238430,CM,1,59
61659,2010,40,3677,2052010,48,1,I,P,1,CRIMINAL TRESPASS,3,V,Y,N,N, ,N, ,0,0,Y, ,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,173,138,Y,N, , ,M,B,2061995,15,5,3,110,BK,BR,T, ,L, , ,BUILDING,603,MORRIS AVENUE,EAST 151 STREET,EAST 150 STREET, ,BRONX, , ,40,G,5, ,1005774,237508,CM,1,31
31248,2010,49,654,1192010,1940,A,O,P,1,ROBBERY,5,V,Y,N,N, ,N, ,0,0,N, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,49,49,N,N,V,S,F,W,10231976,33,5,5,170,BR,BR,M, ,L, , ,STREET,2549,BRONXWOOD AVE,ALLERTON AVENUE,MACE AVENUE, ,BRONX, , ,49,H,13, ,1022523,254046,CM,1,85
345838,2010,114,6427,7172010,130,1,O,P,2,FELONY,15,V,Y,Y,N, ,N, ,0,0,N, ,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,104,112,Y,N,V,S,M,Q,12311900,17,5,11,140,BR,BR,M, ,L, , ,STREET/CAR, , ,26 AVENUE,21 STREET, ,QUEENS, , ,114,P, , ,1005043,221089,CM,1,46
444450,2010,115,10547,9232010,1230,1,O,P,1,FEL,5,V,Y,N,N, ,N, ,0,0,Y, ,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,115,115,N,N, , ,M,Q,12311900,36,5,4,180,BK,BR,M, ,L, , ,STREET, , ,35 AVENUE,102 STREET, ,QUEENS, , ,115,I, , ,1021368,214207,CM,1,46
